s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 3.8002979E+001, 4.2797498E+003,-1.0342554E+003,-3.1543824E+003,-2.4735528E+001,-4.1710323E+001, 0.0000000E+000, 0.0000000E+000, 2.4469200E+001, 2.4666144E+001, 2.3654792E-001, 2.3654792E-001
 3.9007549E+001, 4.2599973E+003,-1.0185802E+003,-3.1727243E+003,-6.0228042E+001,-4.2123555E+001, 0.0000000E+000, 0.0000000E+000,-6.3708126E+000,-3.3658763E+001, 2.3654792E-001, 2.3654792E-001
 4.0003330E+001, 4.2748500E+003,-1.0436684E+003,-3.1929139E+003,-2.8896762E+001,-4.2246057E+001, 0.0000000E+000, 0.0000000E+000,-2.1314981E+001,-3.2875097E+001, 2.3654792E-001, 2.3654792E-001
 4.1008190E+001, 4.2661766E+003,-1.0825689E+003,-3.1155739E+003,-1.8971527E+001,-4.2203066E+001, 0.0000000E+000, 0.0000000E+000, 1.3679848E+000, 6.8591616E+000, 2.3654792E-001, 2.3654792E-001
 4.2013054E+001, 4.2883136E+003,-1.0745543E+003,-3.1517857E+003,-1.8551261E+001,-4.2121959E+001, 0.0000000E+000, 0.0000000E+000, 6.0626566E+000, 1.3003483E+000, 2.3654792E-001, 2.3654792E-001
 4.3017914E+001, 4.2288387E+003,-1.0619940E+003,-3.1215781E+003,-2.3446381E+001,-4.2079309E+001, 0.0000000E+000, 0.0000000E+000,-1.9901683E+001,-2.0259162E+001, 2.3654792E-001, 2.3654792E-001
 4.4002678E+001, 4.3422966E+003,-1.1120985E+003,-3.1398425E+003,-1.9713186E+001,-4.2391405E+001, 0.0000000E+000, 0.0000000E+000, 3.2938872E+001, 2.8251098E+001, 2.3654792E-001, 2.3654792E-001
 4.5007538E+001, 4.2630551E+003,-1.0591048E+003,-3.1790212E+003,-2.2980116E+001,-4.2892489E+001, 0.0000000E+000, 0.0000000E+000,-3.3765889E+001,-4.0943455E+001, 2.3654792E-001, 2.3654792E-001
 4.6012402E+001, 4.2348684E+003,-1.0548031E+003,-3.0790296E+003,-1.9396629E+001,-4.2859173E+001, 0.0000000E+000, 0.0000000E+000, 4.2880383E+001, 3.8779873E+001, 2.3654792E-001, 2.3654792E-001
 4.7017262E+001, 4.2537755E+003,-1.1111399E+003,-3.1144267E+003,-1.9155895E+001,-4.2859961E+001, 0.0000000E+000, 0.0000000E+000,-4.0748272E+001,-3.3807016E+001, 2.3654792E-001, 2.3654792E-001
 4.8002026E+001, 4.2702880E+003,-1.0952898E+003,-3.1230068E+003,-1.9393423E+001,-4.2589586E+001, 0.0000000E+000, 0.0000000E+000,-8.6765897E+000,-9.9915213E+000, 2.3654792E-001, 2.3654792E-001
 4.9006886E+001, 4.3046268E+003,-1.0799539E+003,-3.1115362E+003,-1.9703735E+001,-4.2496516E+001, 0.0000000E+000, 0.0000000E+000, 5.1865437E+001, 5.0936448E+001, 2.3654792E-001, 2.3654792E-001
 5.0011745E+001, 4.3357654E+003,-1.0734239E+003,-3.2081703E+003,-2.0157705E+001,-4.2702100E+001, 0.0000000E+000, 0.0000000E+000, 5.5294608E-001,-8.6885868E+000, 2.3654792E-001, 2.3654792E-001
 5.1016609E+001, 4.1769987E+003,-1.0324591E+003,-3.1125774E+003,-1.9946448E+001,-4.2506923E+001, 0.0000000E+000, 0.0000000E+000,-3.1349678E+001,-3.0491209E+001, 2.3654792E-001, 2.3654792E-001
 5.2001373E+001, 4.1999493E+003,-1.0647565E+003,-3.0611230E+003,-2.0022046E+001,-4.1891387E+001, 0.0000000E+000, 0.0000000E+000, 1.7545220E+001, 1.2156340E+001, 2.3654792E-001, 2.3654792E-001
 5.3006233E+001, 4.2332338E+003,-1.0987601E+003,-3.0796898E+003,-2.3628861E+001,-4.1591265E+001, 0.0000000E+000, 0.0000000E+000,-8.8912601E+000,-1.0436257E+001, 2.3654792E-001, 2.3654792E-001
 5.4011093E+001, 4.3010200E+003,-1.0539399E+003,-3.1671470E+003,-2.2884210E+001,-4.1685389E+001, 0.0000000E+000, 0.0000000E+000, 1.7667877E+001, 1.5363442E+001, 2.3654792E-001, 2.3654792E-001
 5.5015957E+001, 4.3382950E+003,-1.0927843E+003,-3.2009291E+003,-2.0381731E+001,-4.2640753E+001, 0.0000000E+000, 0.0000000E+000,-7.5546199E+000,-1.8440842E+001, 2.3654792E-001, 2.3654792E-001
 5.6000721E+001, 4.1705355E+003,-1.0352734E+003,-3.0872790E+003,-2.4569806E+001,-4.2474488E+001, 0.0000000E+000, 0.0000000E+000,-1.4788431E+001,-1.9061159E+001, 2.3654792E-001, 2.3654792E-001
 5.7017639E+001, 4.0788936E+003,-1.0950163E+003,-2.9175742E+003,-2.3730413E+001,-4.0223242E+001, 0.0000000E+000, 0.0000000E+000, 6.1005949E+000, 2.3494648E+000, 2.3654792E-001, 2.3654792E-001
 5.8012753E+001, 4.3789153E+003,-1.0834241E+003,-3.1486018E+003,-3.2501551E+001,-4.0378451E+001, 0.0000000E+000, 0.0000000E+000, 8.3517887E+001, 7.4009380E+001, 2.3654792E-001, 2.3654792E-001
 5.9005112E+001, 4.4515776E+003,-1.0843463E+003,-3.1179978E+003,-3.5373299E+001,-4.1319530E+001, 0.0000000E+000, 0.0000000E+000, 1.7842662E+002, 1.7254058E+002, 2.3654792E-001, 2.3654792E-001
 6.0009384E+001, 4.2169599E+003,-1.0181434E+003,-3.2866964E+003,-3.1407459E+001,-4.1560520E+001, 0.0000000E+000, 0.0000000E+000,-1.6116750E+002,-1.6084790E+002, 2.3654792E-001, 2.3654792E-001
 6.1013653E+001, 4.3112855E+003,-1.1219708E+003,-3.2081770E+003,-3.3915227E+001,-4.2244506E+001, 0.0000000E+000, 0.0000000E+000,-7.9726024E+001,-9.5021970E+001, 2.3654792E-001, 2.3654792E-001
 6.2017921E+001, 4.2930859E+003,-1.1494604E+003,-3.0298356E+003,-2.7423441E+001,-4.2013813E+001, 0.0000000E+000, 0.0000000E+000, 5.4567735E+001, 4.4352675E+001, 2.3654792E-001, 2.3654792E-001
 6.3000359E+001, 4.2637415E+003,-1.0696295E+003,-3.1475562E+003,-3.9102061E+001,-4.1507791E+001, 0.0000000E+000, 0.0000000E+000,-3.1394923E+001,-3.4054036E+001, 2.3654792E-001, 2.3654792E-001
 6.4019287E+001, 4.3108066E+003,-1.0588575E+003,-3.1735984E+003,-3.2766349E+001,-4.1789884E+001, 0.0000000E+000, 0.0000000E+000, 1.1139344E+001, 3.7943736E+000, 2.3654792E-001, 2.3654792E-001
 6.5006889E+001, 4.2511808E+003,-9.9942825E+002,-3.1150506E+003,-3.1446556E+001,-4.1985886E+001, 0.0000000E+000, 0.0000000E+000, 7.8198240E+001, 6.3269551E+001, 2.3654792E-001, 2.3654792E-001
 6.6000381E+001, 4.4039286E+003,-1.0862700E+003,-3.3331349E+003,-3.7099242E+001,-4.2608834E+001, 0.0000000E+000, 0.0000000E+000,-8.0685307E+001,-9.5184333E+001, 2.3654792E-001, 2.3654792E-001
 6.7015465E+001, 4.2598932E+003,-1.1025555E+003,-3.0356243E+003,-2.4033167E+001,-4.2411735E+001, 0.0000000E+000, 0.0000000E+000, 4.6337082E+001, 5.5268524E+001, 2.3654792E-001, 2.3654792E-001
