Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.921E+01, 2.184E+02, 5.533E+01, 7.339E+01, 2.323E+01, 2.963E+01, 9.153E+00, 0.000E+00, 8.267E+01, 6.836E+00, 1.233E-01, 0.000E+00, 0.000E+00, 0.000E+00, 5.179E+02
